i,subset,qa,qs,qn,x,n,n.obs,prior.mean,obs.min,obs.max,posterior.mean,posterior.hdi.low,posterior.hdi.high,obs.range,hdi.range
370,S430,0.5203,0.0449,0.4347,0.9082,1679,5,0.5855866587254318,0.5836807623585467,0.5872543180464562,0.5856567966610451,0.5685205358582621,0.6020135526927086,0.003573555687909513,0.0334930168344465
371,S431,0.2443,0.7522,0.0035,0.7974,5618,5,0.8442150231399075,0.8410466358134567,0.8479886080455679,0.8442848954928879,0.8331914688510635,0.8552648964110129,0.006941972232111127,0.022073427559949343
372,S432,0.4314,0.4867,0.082,0.2143,5218,5,0.5439632042928325,0.5381372173246455,0.5507857416634726,0.5439644286254584,0.5343980512234437,0.5525507028203667,0.012648524338827127,0.01815265159692292
373,S433,0.3661,0.2195,0.4144,0.6419,4653,5,0.49198366645175157,0.4887169568020632,0.4973135611433484,0.4920064646534946,0.4833293392081591,0.5011525992152688,0.00859660434128523,0.017823260007109654
374,S434,0.1699,0.3718,0.4583,0.0871,7574,5,0.19751782413519936,0.1947451808819646,0.2001584367573277,0.1975720787331407,0.1929126985913735,0.20203661937545658,0.005413255875363093,0.009123920784083084
375,S435,0.6939,0.113,0.1931,0.3451,6436,5,0.7289620882535737,0.7265382224984462,0.7311995027967682,0.7291423323035003,0.7189424016803548,0.7387171207036358,0.004661280298321913,0.019774719023280984
376,S436,0.3603,0.2875,0.3522,0.9774,8842,5,0.6340194526125311,0.6323230038452838,0.6350373218728794,0.6340730262440043,0.6261392942387736,0.6417976425073529,0.002714318027595586,0.01565834826857937
377,S437,0.6242,0.3297,0.0461,0.067,1501,5,0.67381745502998,0.6708860759493671,0.6802131912058628,0.6739802196545157,0.6553800688749188,0.6934698380367005,0.009327115256495655,0.03808976916178164
378,S438,0.546,0.2063,0.2477,0.8125,8834,5,0.7146026714964908,0.7122481322164365,0.7162100973511433,0.7146775982679229,0.7055229070052176,0.7224786419091033,0.003961965134706813,0.01695573490388569
379,S439,0.4728,0.4061,0.1211,0.5456,4180,5,0.6964114832535885,0.6892344497607655,0.7045454545454546,0.6963726300966868,0.6855141217244142,0.708131017812455,0.015311004784689053,0.02261689608804085
380,S44,0.3247,0.4049,0.2704,0.4551,3204,5,0.5107365792759051,0.4975031210986267,0.518414481897628,0.5108199887119313,0.49938183144810655,0.5215831907123817,0.020911360799001244,0.022201359264275133
381,S440,0.3134,0.4078,0.2788,0.2454,6201,5,0.406192549588776,0.39977422996290923,0.4110627318174488,0.40623681453392596,0.39951256139343116,0.41392190868630696,0.011288501854539557,0.014409347292875796
382,S441,0.17,0.2753,0.5546,0.1496,9686,5,0.2103861243031179,0.20761924427008052,0.2140202353912864,0.2104200280740221,0.2062717882204952,0.21454075223346436,0.0064009911212058734,0.008268964012969171
383,S442,0.4172,0.2361,0.3468,0.4385,4963,5,0.5141648196655249,0.5115857344348177,0.5184364295788837,0.5142352265692252,0.5054611945185583,0.5236976375271113,0.006850695144065999,0.018236443008552983
384,S443,0.3012,0.3293,0.3695,0.7409,1369,5,0.5460920379839299,0.537618699780862,0.5507669831994156,0.546223707769061,0.5289788165557275,0.5633244560003199,0.013148283418553675,0.034345639444592346
385,S444,0.3388,0.4847,0.1765,0.9388,7225,5,0.795681660899654,0.793356401384083,0.7972318339100346,0.7956855176676314,0.7862705114156656,0.8050792646473923,0.003875432525951572,0.018808753231726705
386,S445,0.3625,0.3914,0.2461,0.7802,9536,5,0.6761744966442953,0.67439177852349,0.6773280201342282,0.6762180098210288,0.6687442588429581,0.683719785246936,0.002936241610738244,0.014975526403977923
387,S446,0.6801,0.0674,0.2524,0.8368,6304,5,0.737753807106599,0.7350888324873096,0.7398477157360406,0.7377222966535317,0.7282638980015558,0.7476680114946588,0.004758883248730972,0.019404113493103003
388,S447,0.2847,0.2881,0.4272,0.624,7312,5,0.45672866520787747,0.4543216630196937,0.4580142231947484,0.4567401913199138,0.4498392219618246,0.4638766683949407,0.0036925601750547044,0.014037446433116108
389,S448,0.177,0.4545,0.3685,0.1297,5165,5,0.23535333978702808,0.23117134559535335,0.24046466602129718,0.23537489195967043,0.22946001196567367,0.24167299179327717,0.00929332042594383,0.012212979827603498
390,S449,0.3071,0.6134,0.0796,0.1496,4233,5,0.3913064020789038,0.38672336404441293,0.3942830144105835,0.39129798587102255,0.38239391311455784,0.39953454723321846,0.007559650366170567,0.017140634118660625
391,S45,0.261,0.3874,0.3515,0.6952,2421,5,0.5249070631970261,0.5192069392812887,0.5357290375877737,0.5249593686270947,0.5126852388460791,0.5378818073059382,0.01652209830648499,0.02519656845985907
392,S450,0.1972,0.462,0.3408,0.6211,6489,5,0.48839574664817387,0.4858992140545539,0.49006010171058717,0.4884231827674143,0.4803723994443039,0.49544643705537583,0.004160887656033285,0.015074037611071955
393,S451,0.1859,0.7051,0.1089,0.2251,9887,5,0.34455345403054516,0.34014362293921313,0.3485384848791342,0.3446045383861877,0.33955517896351817,0.3500684342828745,0.008394861939921061,0.010513255319356318
394,S452,0.2728,0.6843,0.0429,0.851,3902,5,0.8598667350076884,0.8577652485904664,0.8616094310609944,0.8600307173727512,0.8466962118535137,0.8729329021993344,0.0038441824705279792,0.026236690345820657
395,S453,0.0969,0.3719,0.5312,0.3115,5356,5,0.2107916355489171,0.20724421209858104,0.21340552651232264,0.2108111899732361,0.20521606694859917,0.21627607945386607,0.006161314413741598,0.011060012505266892
396,S454,0.1295,0.329,0.5415,0.7865,9992,5,0.3921537229783827,0.3906124899919936,0.39351481184947956,0.3921981459431183,0.38675476886034665,0.3979973288169182,0.0029023218574859566,0.01124255995657153
397,S455,0.0638,0.3259,0.6103,0.5585,9739,5,0.24979977410411747,0.24838279084094878,0.2529007084916316,0.249812592355063,0.2448858735137771,0.254281256777398,0.004517917650682823,0.009395383263620882
398,S456,0.5662,0.3595,0.0742,0.8092,1039,5,0.856400384985563,0.8450433108758422,0.865255052935515,0.8565603857983086,0.8316871496788213,0.8833211454752374,0.0202117420596728,0.05163399579641614
399,S457,0.6554,0.1095,0.2351,0.9908,5589,5,0.7675076042225801,0.7668634818393273,0.7681159420289855,0.7675301393308392,0.7573705661209948,0.7783016963864391,0.0012524601896581888,0.020931130265444242
400,S458,0.4904,0.2036,0.306,0.2815,9403,5,0.5580559395937467,0.5565245134531532,0.5603530788046368,0.5581007170391382,0.5513076056621132,0.5649541973325533,0.0038285653514835705,0.013646591670440023
401,S459,0.4477,0.2217,0.3307,0.1786,7390,5,0.49280108254397836,0.49066305818673883,0.49675236806495265,0.4928087712969624,0.48586389289758913,0.5008289075229047,0.006089309878213822,0.01496501462531552
402,S46,0.3827,0.5422,0.0751,0.9447,5777,5,0.8994980093474122,0.8957936645317639,0.9015059719577635,0.8995121147154879,0.8889377726317363,0.9116161069392236,0.0057123074259995965,0.022678334307487225
403,S460,0.0489,0.2553,0.6958,0.7211,9948,5,0.2321069561720949,0.22899075190993165,0.23552472858866103,0.23213413589298734,0.22775950882623952,0.23667804289104988,0.006533976678729375,0.008918534064810357
404,S461,0.1618,0.7423,0.0959,0.0155,3546,5,0.1790750141003948,0.17710095882684715,0.1802030456852792,0.17910086119505927,0.17272673280675943,0.1852175111329316,0.0031020868584320516,0.01249077832617218
405,S462,0.1625,0.6113,0.2262,0.975,5585,5,0.7672336615935542,0.7656222023276634,0.7690241718889884,0.7672799596964556,0.7567705446312257,0.7775407736541354,0.003401969561324991,0.020770229022909703
406,S463,0.2395,0.6643,0.0962,0.4521,2589,5,0.5354963306295867,0.5222093472383159,0.5457705677867902,0.5355214228784074,0.5227341018449911,0.548572372343249,0.023561220548474315,0.02583827049825782
407,S464,0.2829,0.1833,0.5339,0.0485,8534,5,0.2839700023435669,0.2829857042418561,0.2854464494961331,0.2839595823988035,0.278770435918934,0.289299278497253,0.0024607452542770303,0.010528842578318987
408,S465,0.2833,0.6977,0.019,0.2006,1204,5,0.4159468438538206,0.41362126245847175,0.41943521594684385,0.41611708374523554,0.4019574217986812,0.43250918210794,0.005813953488372103,0.03055176030925877
409,S466,0.5764,0.4219,0.0017,0.1051,4183,5,0.618407841262252,0.6151087736074587,0.6201290939517093,0.6185793933445864,0.6078120919674487,0.6293567042348205,0.005020320344250595,0.02154461226737181
410,S467,0.3475,0.2747,0.3778,0.0149,3402,5,0.3457965902410347,0.3439153439153439,0.3471487360376249,0.3458351317710339,0.33737809110134986,0.35467861936522704,0.0032333921222810202,0.01730052826387718
411,S468,0.0489,0.6362,0.3148,0.9323,8869,5,0.6463411884090653,0.6432517758484609,0.6496786559927838,0.6463283246739003,0.6391666464754759,0.6540967151987951,0.006426880144322911,0.014930068723319145
412,S469,0.2134,0.2853,0.5013,0.1909,7898,5,0.26062294251709295,0.25525449480881235,0.2650037984299823,0.26065352816976856,0.25570210314771225,0.2656253009619528,0.009749303621169936,0.009923197814240559
413,S47,0.4975,0.4058,0.0966,0.4638,8207,5,0.6816619958571951,0.6780796880711588,0.6857560618983795,0.6818067663694778,0.6738345308271938,0.6900473763995247,0.0076763738272206394,0.016212845572330936
414,S470,0.5459,0.1269,0.3272,0.9705,8680,5,0.6744239631336406,0.6735023041474655,0.6753456221198156,0.674421784994264,0.6660654491124051,0.6821980517096856,0.0018433179723501558,0.016132602597280554
415,S471,0.362,0.482,0.156,0.3543,2216,5,0.5310469314079422,0.5252707581227437,0.5415162454873647,0.5310345411211402,0.5169866547528469,0.5446626094523048,0.016245487364620947,0.02767595469945794
416,S472,0.332,0.1495,0.5185,0.9324,2337,5,0.46178861788617886,0.4591356439880188,0.4634146341463415,0.4617766555797754,0.4491762143741127,0.4738151157825604,0.004278990158322671,0.02463890140844771
417,S473,0.6223,0.0456,0.3321,0.1352,2108,5,0.6284629981024668,0.6252371916508539,0.6309297912713473,0.6285092394625867,0.6130781783784985,0.6432478515821948,0.005692599620493399,0.030169673203696235
418,S474,0.4963,0.2346,0.2691,0.8542,1833,5,0.7004909983633387,0.6966721222040371,0.7054009819967266,0.7005415190716191,0.6843272300823452,0.717381479385492,0.008728859792689558,0.03305424930314682
419,S475,0.4334,0.351,0.2156,0.7629,3973,5,0.6968537628995721,0.6921721620941355,0.704757110495847,0.6968659808994359,0.6846665600503296,0.7084369989703889,0.012584948401711538,0.023770438920059367
420,S476,0.6737,0.2023,0.1241,0.6404,7075,5,0.7997173144876325,0.7968904593639576,0.8032508833922262,0.7997247683850462,0.7897678293437028,0.8084555327679004,0.00636042402826853,0.018687703424197566
421,S477,0.3949,0.4451,0.16,0.818,6069,5,0.7611797660240567,0.757455923545889,0.7647058823529411,0.7611427343813063,0.7501519521293155,0.7705652511839781,0.007249958807052148,0.020413299054662604
422,S478,0.3467,0.347,0.3062,0.5024,2287,5,0.5226934849147354,0.5177087888062964,0.5330126803672934,0.522761162758681,0.5096111903222035,0.536263447882069,0.015303891560996985,0.026652257559865555
423,S479,0.272,0.5208,0.2073,0.3727,3794,5,0.4588297311544544,0.4530838165524512,0.4628360569319979,0.45886691200214613,0.44958752427603077,0.46894086582403716,0.009752240379546695,0.019353341548006386
424,S48,0.0606,0.3506,0.5888,0.7068,4985,5,0.319839518555667,0.3149448345035105,0.32276830491474423,0.3199249043708434,0.3130389061920881,0.3267296676332878,0.007823470411233713,0.01369076144119974
425,S480,0.6831,0.0866,0.2304,0.8908,9274,5,0.7574293724390769,0.7557688160448566,0.7584645244770326,0.7573556163337937,0.7494961975717431,0.7659916250866258,0.002695708432176036,0.016495427514882643
426,S481,0.3494,0.1344,0.5161,0.0692,8986,5,0.36383262853327397,0.3623414199866459,0.365234809703984,0.36382339821503634,0.3582944485641181,0.36992630416113137,0.002893389717338102,0.011631855597013296
427,S482,0.3795,0.231,0.3895,0.074,7310,5,0.39499316005471957,0.39220246238030093,0.3975376196990424,0.3949711735103126,0.38841696732644726,0.40131619458153733,0.005335157318741457,0.012899227255090073
428,S483,0.2852,0.4166,0.2982,0.7238,6536,5,0.5851897184822521,0.5769583843329253,0.591187270501836,0.5852142992884002,0.576988132393401,0.5938606045688163,0.014228886168910604,0.01687247217541532
429,S484,0.3673,0.3914,0.2413,0.9535,7456,5,0.7337714592274678,0.7317596566523605,0.7353809012875536,0.733742655812986,0.7250301348001958,0.7426375493527388,0.0036212446351930883,0.017607414552543
430,S485,0.5833,0.3062,0.1105,0.1963,5371,5,0.633438838205176,0.6306088251722212,0.638987153230311,0.6336033521168478,0.623814501090209,0.642814696502272,0.008378328058089801,0.019000195412062992
431,S486,0.7809,0.2007,0.0184,0.4361,6634,5,0.8626168224299066,0.8605667772083208,0.8644859813084113,0.862649579635211,0.8526237751686095,0.873465195187706,0.003919204100090501,0.0208414200190965
432,S487,0.2232,0.2317,0.5451,0.2033,2216,5,0.2677797833935018,0.2644404332129964,0.273014440433213,0.26791368663824294,0.2581866057885066,0.27818969448155906,0.008574007220216617,0.02000308869305245
433,S488,0.5191,0.3904,0.0905,0.9257,6906,5,0.8744859542426875,0.8714161598609904,0.8759050101361135,0.8744552886256671,0.8641019362772487,0.884179898337967,0.004488850275123135,0.020077962060718213
434,S489,0.4217,0.4109,0.1674,0.5593,2572,5,0.63701399688958,0.6341368584758943,0.6388024883359253,0.6370517833803037,0.6226830842798408,0.6506289962730135,0.004665629860031051,0.027945911993172756
435,S49,0.4262,0.4749,0.0989,0.8362,7808,5,0.8275358606557377,0.8247950819672131,0.8317110655737705,0.8275064646579914,0.8188086076412395,0.8365953655742739,0.00691598360655743,0.017786757933034414
436,S490,0.263,0.3942,0.3428,0.375,9027,5,0.411388058048078,0.40522875816993464,0.4155311842251025,0.4114224877509664,0.4051498769436418,0.41756687744150534,0.010302426055167846,0.01241700049786354
437,S491,0.5281,0.1565,0.3154,0.1645,7098,5,0.5620174697097774,0.5601577909270217,0.5650887573964497,0.5619589749684184,0.554518471419401,0.5701787014003539,0.004930966469428033,0.015660229980952844
438,S492,0.539,0.1649,0.2961,0.9704,5868,5,0.6973415132924335,0.6966598500340832,0.6983640081799591,0.6974940013628244,0.6880283542283607,0.706753869862144,0.0017041581458759891,0.01872551563378322
439,S493,0.4996,0.1978,0.3026,0.3841,4328,5,0.5703789279112754,0.5674676524953789,0.5762476894639557,0.5704790654084188,0.5600223587553083,0.5802199684091344,0.008780036968576765,0.02019760965382611
440,S494,0.3969,0.0924,0.5106,0.4856,7014,5,0.4459366980325064,0.4441117764471058,0.4473909324208725,0.44601698246955374,0.4387781467248877,0.45284433527969203,0.003279155973766712,0.014066188554804349
441,S495,0.5996,0.3243,0.0761,0.2203,8791,5,0.6667728358548516,0.6626094869753156,0.6696621544761688,0.6668996642151676,0.6593339228716374,0.6747467450385617,0.007052667500853205,0.0154128221669243
442,S496,0.3622,0.0241,0.6137,0.3348,6035,5,0.37143330571665284,0.3705053852526926,0.37299088649544326,0.37155381282213146,0.36496925064023733,0.3777938219864977,0.002485501242750654,0.01282457134626036
443,S497,0.0091,0.4331,0.5577,0.6526,1460,5,0.29835616438356166,0.2863013698630137,0.3061643835616438,0.2985396309518157,0.28538641599474024,0.3114796641887445,0.01986301369863014,0.02609324819400427
444,S498,0.2023,0.3185,0.4792,0.7531,8539,5,0.4500526993793184,0.448178943670219,0.45204356482023655,0.45010176673591723,0.44356653317560213,0.45659456237578233,0.0038646211500175665,0.013028029200180202
445,S499,0.2355,0.3952,0.3693,0.1987,6681,5,0.310881604550217,0.3096841790151175,0.31192935189342913,0.31088437172334715,0.3046197582837816,0.31681595068596025,0.0022451728783116076,0.012196192402178618
446,S5,0.5656,0.1546,0.2798,0.1617,1380,5,0.5972463768115942,0.5905797101449275,0.6,0.5971775091144481,0.5791199253601851,0.6158870139344258,0.009420289855072483,0.036767088574240714
447,S50,0.6809,0.2116,0.1074,0.0487,6743,5,0.6893370903158831,0.687972712442533,0.6901972415838648,0.6893263545549146,0.6804817201018979,0.6981590407248112,0.0022245291413317547,0.017677320622913273
448,S500,0.6107,0.2685,0.1208,0.2857,3668,5,0.6787350054525627,0.670392584514722,0.6853871319520175,0.6786640905205924,0.6664053182764983,0.6901158028767347,0.014994547437295558,0.023710484600236392
449,S501,0.0521,0.9231,0.0247,0.1994,3699,5,0.23363071100297378,0.230602865639362,0.23763179237631793,0.2336833217460124,0.22692124040426642,0.240833373710591,0.007028926736955932,0.01391213330632457
450,S502,0.4637,0.1846,0.3517,0.5665,1668,5,0.5689448441247003,0.5641486810551559,0.5743405275779376,0.5690809197012754,0.5526984904936935,0.5849269489604163,0.010191846522781711,0.03222845846672284
451,S503,0.6584,0.3284,0.0131,0.168,9355,5,0.7087119187600214,0.7074291822554784,0.7102084446819883,0.7087454476546428,0.700535054417787,0.7168454289177973,0.002779262426509943,0.016310374500010383
452,S504,0.405,0.5904,0.0046,0.9437,4610,5,0.9631670281995662,0.9618221258134491,0.9646420824295011,0.9631714736072269,0.9510647138021547,0.9762247410899632,0.002819956616052055,0.025160027287808417
453,S505,0.3946,0.0688,0.5366,0.5044,6989,5,0.424753183574188,0.4210902847331521,0.42738589211618255,0.42481437816879986,0.4178127656481848,0.4317333954296435,0.006295607383030477,0.013920629781458693
454,S506,0.11,0.616,0.2739,0.047,1224,5,0.1434640522875817,0.13398692810457516,0.1503267973856209,0.1437654061984698,0.13437956459837286,0.15373837410312274,0.01633986928104575,0.019358809504749885
455,S507,0.2571,0.4213,0.3217,0.8878,2374,5,0.629486099410278,0.6259477674810446,0.6352148272957034,0.6295535057990315,0.6142530504324171,0.6432324793347357,0.009267059814658807,0.028979428902318638
456,S508,0.2578,0.3138,0.4284,0.1967,2332,5,0.3157804459691252,0.30831903945111494,0.32289879931389365,0.31591127132415303,0.3056779073339919,0.32583456259227805,0.014579759862778707,0.020156655258286138
457,S509,0.3574,0.2257,0.4169,0.187,1858,5,0.3868675995694295,0.3815931108719053,0.3907427341227126,0.3869551260480044,0.37421497238096546,0.39906691005303285,0.009149623250807315,0.024851937672067392
458,S51,0.3948,0.1778,0.4274,0.4037,9068,5,0.463718570798412,0.4611821790913101,0.4662549625055139,0.46374570599494896,0.45697361412202964,0.4697466576759586,0.0050727834142038075,0.012773043553928942
