i,subset,qa,qs,qn,x,n,n.obs,prior.mean,obs.min,obs.max,posterior.mean,posterior.hdi.low,posterior.hdi.high,obs.range,hdi.range
512,S559,0.2567,0.1566,0.5867,0.397,6402,5,0.31711965010934084,0.3158388003748828,0.3188066229303343,0.3171893262840355,0.3109432054478012,0.3236182203706758,0.0029678225554514714,0.012675014922874595
513,S56,0.1893,0.4764,0.3343,0.0199,4372,5,0.20567246111619394,0.20539798719121682,0.20585544373284537,0.20571857408457936,0.19940886785868828,0.21181142460265667,4.5745654162854255e-4,0.012402556743968396
514,S560,0.0033,0.1434,0.8533,0.6739,5736,5,0.09912831241283124,0.09780334728033473,0.10163877266387726,0.09915614079127563,0.0951157282565811,0.10263100755189902,0.0038354253835425345,0.007515279295317923
515,S561,0.4163,0.4468,0.1369,0.6873,1129,5,0.7410097431355182,0.733392382639504,0.7590788308237378,0.7409352705993071,0.7174143652553994,0.7610698994601343,0.025686448184233823,0.04365553420473489
516,S562,0.1755,0.1983,0.6261,0.9042,8314,5,0.35900890064950686,0.3575896078903055,0.3613182583593938,0.3590603814940916,0.3535231500619096,0.36515512419710594,0.0037286504690882682,0.011631974135196343
517,S563,0.355,0.1405,0.5045,0.912,7342,5,0.4773903568509943,0.4769817488422773,0.47793516752928356,0.4773750672897259,0.4697794428642277,0.4841743267890045,9.534186870062689e-4,0.014394883924776836
518,S564,0.6087,0.0896,0.3017,0.2645,6591,5,0.6302837202245486,0.6297982096798664,0.6310119860415718,0.6303712422728,0.6215956469951341,0.6391815070378358,0.0012137763617053876,0.017585860042701684
519,S565,0.1815,0.7318,0.0868,0.9853,1887,5,0.9093799682034976,0.9067302596714362,0.9109697933227345,0.9096973074095281,0.8888290515866365,0.9288185485583977,0.004239533651298366,0.03998949697176124
520,S566,0.4903,0.494,0.0157,0.0677,7060,5,0.5197167138810198,0.5169971671388102,0.5253541076487253,0.5197569926907397,0.511863665626295,0.5277683066986562,0.00835694050991509,0.015904641072361114
521,S567,0.6426,0.2307,0.1267,0.5205,1991,5,0.7759919638372678,0.7734806629834254,0.7820190858864892,0.7762840260241446,0.760266960812396,0.793950246069419,0.008538422903063725,0.03368328525702302
522,S568,0.0779,0.5618,0.3603,0.8843,7827,5,0.5705889868404241,0.5679059665261275,0.5716110898172991,0.570594397669064,0.5631928956566901,0.5783310383038588,0.0037051232911716747,0.015138142647168729
523,S569,0.3477,0.5366,0.1157,0.201,9622,5,0.4507794637289545,0.44917896487216796,0.4525046767823737,0.4507618958497585,0.44440999696107064,0.45693088259677905,0.003325711910205753,0.012520885635708412
524,S57,0.1126,0.1803,0.7071,0.0092,8066,5,0.10865360773617655,0.10823208529630549,0.10885197123729234,0.10868711872543246,0.10562644783659036,0.11199069046254262,6.198859409868585e-4,0.006364242625952254
525,S570,0.0525,0.4314,0.5162,0.5892,2465,5,0.3025557809330629,0.29939148073022315,0.31156186612576064,0.3025516872716639,0.2925269173398124,0.3120191551147248,0.012170385395537497,0.01949223777491238
526,S571,0.1883,0.4029,0.4088,0.139,8894,5,0.24877445468855408,0.24555880368787947,0.25050595907353274,0.2488775526267174,0.24412137313226268,0.25363107994794076,0.004947155385653268,0.009509706815678087
527,S572,0.6251,0.3056,0.0693,0.9329,3923,5,0.9106296201886311,0.9077236808564874,0.912821820035687,0.910650768239154,0.8969504685912848,0.9234462777441781,0.005098139179199657,0.02649580915289329
528,S573,0.5978,0.1955,0.2067,0.2923,3044,5,0.6626149802890933,0.6563731931668857,0.6685282522996058,0.6627351723181547,0.6506534583063908,0.6764249062740587,0.01215505913272008,0.02577144796766795
529,S574,0.3951,0.2841,0.3208,0.2684,6593,5,0.4649173365690884,0.46306688912482935,0.4659487335052328,0.4649623780388741,0.4575583812709473,0.47212472400431993,0.0028818443804034533,0.01456634273337265
530,S575,0.4347,0.154,0.4114,0.3349,9570,5,0.48146290491118077,0.47962382445141066,0.4826541274817137,0.4815004753089759,0.47508110965668837,0.4881251355482169,0.00303030303030305,0.013044025891528532
531,S576,0.2588,0.3087,0.4325,0.216,1397,5,0.3264137437365784,0.31710808876163205,0.3357193987115247,0.3266276246717959,0.3124860472982671,0.34018304997680415,0.01861130994989263,0.02769700267853703
532,S577,0.4755,0.0788,0.4457,0.1129,3683,5,0.4959543850122183,0.4938908498506652,0.49850665218571816,0.4960911481327719,0.48556934429869536,0.506611287168903,0.004615802335052932,0.021041942870207664
533,S578,0.3835,0.5857,0.0308,0.8672,2251,5,0.8932918702798757,0.8844957796534874,0.9009329187027988,0.8934232198570731,0.8756656987315502,0.9116652052746259,0.016437139049311433,0.03599950654307571
534,S579,0.6952,0.0745,0.2303,0.725,8634,5,0.7492008339124392,0.7475098447996293,0.7500579105860551,0.7491922843596635,0.741082027474252,0.7578114541977825,0.002548065786425746,0.016729426723530505
535,S58,0.3153,0.317,0.3677,0.796,2972,5,0.5623149394347241,0.5602288021534321,0.5662853297442799,0.5623273807335725,0.5501078391906885,0.574148632891687,0.006056527590847849,0.024040793700998542
536,S580,0.4585,0.4971,0.0444,0.9359,4911,5,0.9245367542252088,0.9216045611891672,0.9268987986153533,0.9246630531394773,0.9124028141800313,0.9370152891965886,0.005294237426186066,0.024612475016557278
537,S581,0.6474,0.0496,0.3029,0.9228,9242,5,0.6851547284137632,0.683510062756979,0.6866479117074227,0.6851990028603765,0.6778195154041488,0.6931095936299801,0.003137848950443667,0.015290078225831394
538,S582,0.2289,0.6911,0.08,0.1097,2429,5,0.28390284067517496,0.2783038287361054,0.28983120625771924,0.283987842969069,0.2750131965378143,0.29411349654905383,0.011527377521613869,0.019100300011239524
539,S583,0.2858,0.3613,0.3529,0.3288,9176,5,0.4133173496076722,0.40965562336530076,0.41521360069747165,0.4133106619256999,0.40767543053136,0.419455418365581,0.005557977332170894,0.011779987834220962
540,S584,0.2218,0.144,0.6343,0.7335,9120,5,0.330219298245614,0.32785087719298245,0.33223684210526316,0.33021861924089485,0.32463624133903546,0.3354993068609353,0.004385964912280715,0.010863065521899862
541,S585,0.1208,0.3437,0.5354,0.1491,9057,5,0.17219829965772332,0.1670531080931876,0.17687976151043391,0.17224379992916358,0.1681660378235672,0.17609560926568713,0.009826653417246312,0.00792957144211992
542,S586,0.1536,0.6172,0.2292,0.7039,9279,5,0.5933613535941373,0.5909041922620972,0.5952150016165535,0.5933686018643864,0.5866590674714066,0.600920109669659,0.004310809354456269,0.014261042198252416
543,S587,0.2114,0.5822,0.2065,0.1013,4482,5,0.2717090584560464,0.2679607318161535,0.2751004016064257,0.27174167233284485,0.264815810633367,0.278780946189089,0.007139669790272196,0.013965135555721986
544,S588,0.1631,0.6964,0.1404,0.6169,3708,5,0.5926645091693635,0.5790183387270766,0.5997842502696872,0.5925895675618222,0.5807758083804742,0.6034960238318504,0.020765911542610538,0.022720215451376258
545,S589,0.4582,0.4388,0.103,0.7794,3630,5,0.8046280991735537,0.8011019283746557,0.8099173553719008,0.804645263197584,0.7912669140533085,0.817805059227279,0.008815426997245135,0.026538145173970462
546,S59,0.3078,0.0983,0.5939,0.6817,5369,5,0.3704600484261501,0.3669212143788415,0.3730676103557459,0.3705060479663591,0.36345985147482673,0.378350318045383,0.006146395976904417,0.01489046657055626
547,S590,0.2716,0.0729,0.6556,0.5788,6959,5,0.31883891363701683,0.3181491593619773,0.31958614743497626,0.31887908350263355,0.31299246566822025,0.325106865367788,0.0014369880729989681,0.012114399699567735
548,S591,0.4613,0.265,0.2737,0.5126,9056,5,0.5964001766784452,0.5935291519434629,0.5988295053003534,0.596477990806467,0.5892618871405713,0.6037639242968337,0.005300353356890497,0.014502037156262415
549,S592,0.4871,0.3993,0.1136,0.2876,2522,5,0.6015860428231562,0.5959555908009516,0.6082474226804123,0.6015641967112253,0.5878284626942243,0.6159413395053834,0.012291831879460702,0.02811287681115915
550,S593,0.272,0.2561,0.4719,0.0284,5243,5,0.2801068090787717,0.27922944878886136,0.2809460232691207,0.2800781531018011,0.273465105681195,0.28631134584302154,0.0017165744802593585,0.012846240161826561
551,S594,0.4746,0.4446,0.0808,0.3103,3889,5,0.6285420416559526,0.6235536127539213,0.6394960143995886,0.6285653266060577,0.6176173365542698,0.6391715906112562,0.015942401645667292,0.02155425405698641
552,S595,0.5611,0.1893,0.2496,0.4507,3227,5,0.6446234893089556,0.6408428881313913,0.6498295630616672,0.6446093168632239,0.6317968538334604,0.6572649740185434,0.008986674930275829,0.025468120185083043
553,S596,0.235,0.4126,0.3524,0.0872,4014,5,0.2669157947184853,0.2635774788241156,0.2693074240159442,0.26702805450590816,0.25997835660229696,0.2743022787636076,0.005729945191828623,0.01432392216131062
554,S597,0.1421,0.3228,0.5351,0.5001,2374,5,0.297893850042123,0.2906486941870261,0.3016006739679865,0.29796839146887377,0.28782403751529806,0.3075074865878056,0.010951979780960408,0.01968344907250752
555,S598,0.3188,0.3713,0.3099,0.9992,8023,5,0.6810918608999127,0.6809173625825751,0.6811666458930574,0.6811958662544496,0.6721928097804056,0.6894580916173089,2.492833104823511e-4,0.017265281836903235
556,S599,0.3209,0.0151,0.664,0.1994,9132,5,0.3306395094174332,0.3303766973280771,0.3308147174770039,0.3306569940709581,0.32545088150432355,0.3360057573396005,4.3802014892679875e-4,0.010554875835276922
557,S6,0.4618,0.4805,0.0577,0.6931,4822,5,0.7907922024056409,0.7847366238075487,0.7948983824139362,0.7909111631790756,0.7797201889566057,0.8027300478282549,0.010161758606387461,0.02300985887164919
558,S60,0.2748,0.3685,0.3567,0.026,7131,5,0.2877857243023419,0.28593465152152575,0.2909830318328425,0.2877284888027596,0.28209929131328915,0.2933853430566845,0.005048380311316769,0.011286051743395364
559,S600,0.1054,0.8401,0.0545,0.9036,5758,5,0.8637721431052449,0.8601945119833275,0.868357068426537,0.8637527625110787,0.8530646700931453,0.8754662268796748,0.008162556443209512,0.022401556786529442
560,S601,0.5218,0.2246,0.2536,0.1109,7982,5,0.5529441242796291,0.5519919819594087,0.5539964921072413,0.5530157766082751,0.5455742876878515,0.5603772845188104,0.00200451014783265,0.01480299683095887
561,S602,0.4528,0.2521,0.2952,0.606,6295,5,0.6022557585385226,0.5993645750595711,0.604924543288324,0.6022560377039429,0.5934504018823169,0.6108472759730373,0.005559968228752932,0.017396874090720438
562,S603,0.2339,0.0725,0.6937,0.3253,9375,5,0.2592213333333333,0.2584533333333333,0.2597333333333333,0.2592818844548056,0.2542331102361052,0.26375912961771386,0.0012800000000000034,0.009526019381608686
563,S604,0.6456,0.0015,0.3529,0.8613,2703,5,0.6518682944876064,0.6511283758786534,0.6522382537920829,0.6519399353566574,0.6385896770029275,0.6655437322026786,0.0011098779134295356,0.026954055199751137
564,S605,0.3262,0.3404,0.3334,0.2412,3410,5,0.40316715542521997,0.39706744868035193,0.40762463343108507,0.40325606132740943,0.39368101069540273,0.4129154144066902,0.01055718475073314,0.019234403711287484
565,S606,0.4593,0.4883,0.0524,0.3001,5970,5,0.6025460636515914,0.597319932998325,0.607035175879397,0.602603887368291,0.5935168788039832,0.6114738790434646,0.009715242881072061,0.017957000239481435
566,S607,0.0387,0.5817,0.3796,0.25,6422,5,0.1814076611647462,0.174711927748365,0.18514481469947058,0.18144883319223012,0.17713648238609125,0.18629589818643755,0.010432886951105586,0.009159415800346293
567,S608,0.4755,0.3311,0.1933,0.7136,6485,5,0.7119506553585196,0.7076329992289899,0.7184271395528142,0.7120122794900533,0.7028212578671922,0.7214643665720039,0.010794140323824308,0.018643108704811673
568,S609,0.5383,0.0414,0.4204,0.0106,2247,5,0.521762349799733,0.5215843346684468,0.5220293724966623,0.5217941368903077,0.5087239169389475,0.5352571373866957,4.4503782821547766e-4,0.026533220447748196
569,S61,0.4377,0.4112,0.1511,0.3045,5173,5,0.5543398414846318,0.5515174946839358,0.5596365745215542,0.5544294488970737,0.545871035113759,0.5643425111695469,0.008119079837618393,0.018471476055787917
570,S610,0.0313,0.4972,0.4715,0.4263,8295,5,0.24108499095840868,0.23556359252561784,0.2440024110910187,0.24109512163837787,0.2363972177523046,0.24584674512628535,0.008438818565400852,0.009449527373980748
571,S611,0.1178,0.5684,0.3138,0.4406,5809,5,0.37187123429161645,0.3665002582200034,0.37992769839903595,0.37191015257489624,0.3644112364831439,0.378927585467118,0.013427440179032524,0.014516348983974137
572,S612,0.1667,0.3811,0.4522,0.6492,3740,5,0.41823529411764704,0.41256684491978607,0.42967914438502675,0.418357026125641,0.4092646702988483,0.4280480654345833,0.017112299465240677,0.018783395135735015
573,S613,0.3985,0.4415,0.16,0.8286,2788,5,0.7888091822094692,0.7844332855093257,0.7955523672883787,0.7890481894083999,0.7740200329462017,0.8034591346035269,0.011119081779053075,0.029439101657325217
574,S614,0.3689,0.3602,0.2708,0.5822,6013,5,0.5775819058706136,0.5710959587560286,0.5852319973390986,0.5775946463378926,0.5688449216457825,0.5864356636877711,0.014136038583069999,0.017590742041988627
575,S615,0.2085,0.7505,0.041,0.8763,6862,5,0.8631885747595454,0.8602448265811716,0.8670941416496648,0.863153230699882,0.8519544604273724,0.8728452106949349,0.006849315068493178,0.020890750267562486
576,S616,0.2953,0.3237,0.3811,0.2841,6661,5,0.38663864284641947,0.3814742531151479,0.39258369614172045,0.38670173825860604,0.3798852202428299,0.3934502248093392,0.011109443026572574,0.013565004566509331
577,S617,0.3091,0.3484,0.3425,0.981,5365,5,0.6593103448275862,0.6577819198508854,0.6603914259086673,0.6592753852779102,0.6499098476673586,0.6690566486376159,0.002609506057781874,0.01914680097025734
578,S618,0.2887,0.1059,0.6053,0.7921,2344,5,0.384641638225256,0.3801194539249147,0.3895051194539249,0.38480105778510315,0.37387465582520907,0.3963792471672445,0.009385665529010212,0.022504591342035418
579,S619,0.319,0.608,0.073,0.6046,9333,5,0.6923604414443373,0.6875602700096431,0.697632058287796,0.6923602094429288,0.6842996400230388,0.6998183390753981,0.010071788278152805,0.015518699052359364
580,S62,0.1482,0.4244,0.4273,0.9484,9453,5,0.5461546598963293,0.5441658732677457,0.5472336824288586,0.5461639398043865,0.5389578378113795,0.553068331759651,0.0030678091611129332,0.014110493948271463
581,S620,0.385,0.3444,0.2706,0.8118,1801,5,0.6767351471404774,0.668517490283176,0.6890616324264298,0.6766834570253488,0.6595294276879824,0.6936618024758747,0.02054414214325384,0.03413237478789233
582,S621,0.2698,0.3826,0.3477,0.1464,6620,5,0.3269788519637462,0.3256797583081571,0.32809667673716014,0.32706881433230106,0.3204754211273355,0.33316660181449964,0.0024169184290030454,0.012691180687164128
583,S622,0.2484,0.3627,0.3888,0.2584,7908,5,0.34160343955488115,0.33940313606474454,0.34370257966616086,0.34159671739493797,0.335954030625477,0.3472177213449559,0.0042994436014163195,0.011263690719478858
584,S623,0.1745,0.4588,0.3668,0.6923,4088,5,0.48679060665362034,0.48189823874755383,0.49021526418786693,0.486834934539362,0.47640695906204267,0.496484457266699,0.008317025440313097,0.02007749820465632
585,S624,0.5577,0.0176,0.4247,0.3091,8272,5,0.5743955512572534,0.5735009671179884,0.5755560928433269,0.5745022562457012,0.5672986380166827,0.5817570303672494,0.0020551257253385025,0.014458392350566673
586,S625,0.3302,0.2723,0.3975,0.8643,1368,5,0.5704678362573099,0.5650584795321637,0.5745614035087719,0.5709224606042016,0.5533587673527137,0.5889642546291917,0.009502923976608235,0.03560548727647794
587,S626,0.4504,0.2912,0.2584,0.6811,6656,5,0.6481370192307693,0.6430288461538461,0.6500901442307693,0.6482771130187702,0.6394648029245913,0.6571178887442966,0.007061298076923128,0.01765308581970526
588,S627,0.0838,0.5883,0.3279,0.9704,3928,5,0.6558044806517311,0.6535132382892057,0.6591140529531568,0.6557951688222531,0.645009869874298,0.6672281471463166,0.005600814663951126,0.02221827727201864
589,S628,0.7831,0.1291,0.0877,0.1239,8358,5,0.8011964584828907,0.7991146207226609,0.8023450586264657,0.8012691092923112,0.7925408192070916,0.8102197175572236,0.003230437903804728,0.017678898350131922
590,S629,0.4195,0.3449,0.2356,0.7914,3510,5,0.6875783475783476,0.6792022792022792,0.694017094017094,0.6874543756552982,0.6748843791984838,0.7004775299983256,0.014814814814814836,0.025593150799841813
591,S63,0.4977,0.43,0.0723,0.2831,4059,5,0.6180339985218034,0.6129588568612959,0.6235525991623553,0.6181529633534212,0.6073443546870354,0.6287491848745842,0.010593742301059361,0.021404830187548796
592,S630,0.2246,0.0876,0.6878,0.5593,8459,5,0.2717578910036647,0.2692989715096347,0.27331835914410685,0.2717608892376474,0.26674542508975585,0.27706675227874233,0.004019387634472127,0.010321327188986484
593,S631,0.4644,0.5261,0.0095,0.922,8871,5,0.9498140006763611,0.9463420133017698,0.9537819862473227,0.9497179635807138,0.940693644879347,0.95967640067633,0.007439972945552875,0.018982755796982942
594,S632,0.2568,0.4075,0.3357,0.2831,9011,5,0.365952724447897,0.3607812673399179,0.3699922317167906,0.36590566374294237,0.3603087041490909,0.37181127536084624,0.009210964376872688,0.011502571211755352
595,S633,0.6157,0.1242,0.2601,0.6697,7087,5,0.6979540002822069,0.6956399040496684,0.6998730069140681,0.6980826288774825,0.6895667069316963,0.7073467010479504,0.004233102864399707,0.017779994116254083
596,S634,0.0157,0.5099,0.4744,0.1895,5810,5,0.10860585197934595,0.09931153184165233,0.11652323580034424,0.10859691718619634,0.10455387573883057,0.11243747134708049,0.017211703958691912,0.007883595608249916
597,S635,0.5665,0.3621,0.0714,0.1007,3505,5,0.6021683309557774,0.5994293865905849,0.6042796005706134,0.6022006567113248,0.5908722992744876,0.6137860503748768,0.004850213980028495,0.02291375110038918
598,S636,0.5762,0.0776,0.3462,0.217,8093,5,0.5863832942048685,0.5848263931792907,0.5870505375015446,0.5863022344284966,0.5787252262904011,0.5942550777292089,0.002224144322253818,0.015529851438807807
599,S637,0.0964,0.5285,0.3751,0.1945,6311,5,0.1980668673744256,0.1941055300269371,0.20329583267311044,0.19805750813000722,0.19314056394277834,0.20317384567965546,0.009190302646173348,0.01003328173687712
600,S638,0.1785,0.5593,0.2623,0.0606,2962,5,0.21451721809588117,0.2113436866981769,0.21708305199189737,0.2145387719980218,0.20734961427911813,0.22248072175221323,0.005739365293720461,0.015131107473095096
601,S639,0.4603,0.0709,0.4688,0.9705,5980,5,0.5403344481605351,0.540133779264214,0.5404682274247492,0.5403773147615413,0.5320450925257407,0.5488983048657384,3.3444816053518345e-4,0.016853212339997703
602,S64,0.2272,0.1537,0.6191,0.3587,1003,5,0.27796610169491526,0.2711864406779661,0.2831505483549352,0.27808937047444005,0.2634761672140511,0.29304614206166435,0.011964107676969093,0.029569974847613256
603,S640,0.3935,0.3746,0.2319,0.2535,2866,5,0.4882065596650384,0.4801116538729937,0.49162595952547106,0.4882759865806011,0.4768433695254519,0.4991899576092623,0.011514305652477352,0.022346588083810404
604,S641,0.3552,0.402,0.2428,0.7593,6662,5,0.6611528069648754,0.656259381567097,0.6639147403182227,0.6611793050432174,0.6518186985187286,0.6701545504577617,0.007655358751125774,0.018335851939033088
605,S642,0.2692,0.1278,0.603,0.3944,9694,5,0.3226531875386837,0.31968227769754487,0.3242211677326181,0.3226916649401335,0.3174172500184388,0.327555622942971,0.00453889003507324,0.010138372924532235
606,S643,0.1274,0.5142,0.3584,0.2521,4447,5,0.2617045199010569,0.2543287609624466,0.27006970991679785,0.2617938747077838,0.2554314187766007,0.26889893659525876,0.01574094895435124,0.01346751781865807
607,S644,0.1257,0.7518,0.1224,0.7966,5697,5,0.720800421274355,0.716341934351413,0.7233631736001405,0.7208625694100692,0.7105385270474185,0.7307523505495356,0.00702123924872744,0.02021382350211709
608,S645,0.5846,0.3989,0.0165,0.2402,8938,5,0.6822331617811591,0.6799060192436787,0.6840456477959275,0.682313495764481,0.6746229345041016,0.69057864949486,0.0041396285522488085,0.01595571499075843
609,S646,0.3396,0.1624,0.498,0.1497,2202,5,0.36357856494096275,0.35876475930971846,0.368755676657584,0.3636162148580709,0.3526741830501898,0.37489766030313865,0.009990917347865558,0.02222347725294882
610,S647,0.5614,0.3512,0.0875,0.1786,9144,5,0.6262248468941383,0.6218285214348207,0.6291557305336833,0.6262783767843664,0.6187584061996857,0.633907578966435,0.0073272090988626415,0.01514917276674932
611,S648,0.6837,0.0998,0.2164,0.938,4991,5,0.786215187337207,0.7842115808455219,0.7876177118813865,0.78616938524949,0.7751293312637124,0.7981418761787059,0.0034061310358646235,0.023012544914993494
612,S649,0.3918,0.0908,0.5174,0.559,2088,5,0.44473180076628355,0.44157088122605365,0.4492337164750958,0.44514639241627507,0.4329347605560756,0.4582306469722609,0.007662835249042155,0.025295886416185298
613,S65,0.3903,0.3909,0.2188,0.5015,2956,5,0.5897834912043302,0.5832205683355887,0.5933694181326117,0.5898278734339986,0.5776397102895648,0.6024810021285861,0.010148849797023018,0.024841291839021284
614,S650,0.0396,0.6379,0.3225,0.7291,3675,5,0.5074829931972789,0.5031292517006802,0.5205442176870748,0.5076943051843291,0.497479179456807,0.5184229488710401,0.01741496598639458,0.02094376941423315
615,S651,0.3208,0.3304,0.3488,0.4013,8564,5,0.45266230733302193,0.45060719290051376,0.45492760392340026,0.4525960780301998,0.44595833545007413,0.45923785790674976,0.0043204110228864945,0.01327952245667563
616,S652,0.4788,0.3878,0.1334,0.2264,1266,5,0.5611374407582939,0.5537124802527646,0.5695102685624013,0.5612617365226904,0.543308696081843,0.5799965852083904,0.01579778830963663,0.03668788912654741
617,S653,0.394,0.6057,3e-04,0.1731,3048,5,0.5023622047244094,0.49639107611548555,0.5075459317585301,0.5024703945540192,0.4913292951082492,0.5137159425629814,0.011154855643044581,0.022386647454732178
618,S654,0.0726,0.673,0.2544,0.9908,5194,5,0.7395071236041586,0.738544474393531,0.7410473623411629,0.7394578109752072,0.7287574229689285,0.749793926281277,0.002502887947631871,0.02103650331234841
619,S655,0.189,0.3527,0.4584,0.8877,6290,5,0.4963434022257552,0.49014308426073133,0.5019077901430843,0.4963608261032559,0.48849359809300386,0.5043451261810263,0.011764705882352955,0.015851528088022482
620,S656,0.0661,0.254,0.6799,0.0794,7708,5,0.09221587960560457,0.09016606123508043,0.09457706279190452,0.09226226329930197,0.08923163968526493,0.09538954004184452,0.004411001556824085,0.006157900356579593
621,S657,0.0399,0.2621,0.698,0.5074,8575,5,0.17390087463556853,0.17084548104956268,0.17912536443148688,0.17392258013923773,0.1700144516839457,0.1779193333882565,0.008279883381924202,0.007904881704310807
622,S658,0.2301,0.5771,0.1928,0.8907,8387,5,0.7457732204602361,0.7415047096697269,0.7492547990938357,0.7458061125365599,0.7375408638795481,0.7537224811684756,0.007750089424108819,0.01618161728892753
623,S659,0.4306,0.2162,0.3532,0.7758,7205,5,0.5904788341429563,0.5888965995836225,0.593615544760583,0.5905016629563957,0.5824230248898924,0.5986765174722285,0.004718945176960476,0.016253492582336104
624,S66,0.0762,0.7627,0.1611,0.2653,1324,5,0.27764350453172204,0.263595166163142,0.31948640483383683,0.2777907423806324,0.2645740096610173,0.29038572487479564,0.05589123867069484,0.02581171521377834
625,S660,0.2926,0.3917,0.3156,0.0979,5771,5,0.3304453300987697,0.32594004505285046,0.33391093398024607,0.33045327638997185,0.3239961229995446,0.336895130312189,0.007970888927395614,0.012899007312644373
626,S661,0.6494,0.1225,0.2281,0.3519,5470,5,0.686581352833638,0.6839122486288848,0.6893967093235832,0.6866174276478503,0.6766856295620802,0.6968005595790354,0.005484460694698434,0.02011493001695519
627,S662,0.297,0.4054,0.2976,0.7388,9719,5,0.5991974482971499,0.597077888671674,0.6004732997221937,0.5992427478993062,0.5924788073950329,0.6063037502571509,0.003395411050519659,0.013824942862117995
628,S663,0.3499,0.3006,0.3495,0.5694,5845,5,0.5211633875106929,0.5146278870829769,0.5271171941830625,0.5212447736803558,0.512459763468277,0.5297436036992703,0.012489307100085556,0.017283840230993275
629,S664,0.3012,0.2954,0.4034,0.5443,6695,5,0.46990291262135925,0.46601941747572817,0.4764749813293503,0.46994431859492397,0.4626801994267604,0.477777022227168,0.010455563853622118,0.015096822800407583
630,S665,0.086,0.4071,0.5069,0.8494,9891,5,0.4399150743099788,0.43746840562127187,0.443231220301284,0.43995584584562825,0.43415637949774155,0.4463065233449991,0.005762814680012107,0.012150143847257544
631,S666,0.4579,0.1478,0.3942,0.2773,1067,5,0.5070290534208061,0.5014058106841612,0.5117150890346767,0.5072972784558454,0.48803174715576814,0.5271628671620185,0.010309278350515427,0.03913112000625041
632,S667,0.1462,0.4185,0.4353,0.7504,9322,5,0.46698133447757995,0.46513623685904315,0.46931988843595795,0.4669734862572025,0.46002904658969546,0.47274894152189084,0.004183651576914804,0.012719894932195386
633,S668,0.2163,0.3452,0.4385,0.1824,9413,5,0.27436523956230746,0.27260172102411556,0.27557633060660786,0.2743810733196411,0.2696176128290716,0.27912985179789496,0.0029746095824922936,0.009512238968823361
634,S669,0.3765,0.3315,0.292,0.8268,5537,5,0.6493769189091566,0.6476431280476792,0.6510745891276865,0.6494598380788951,0.6394050455804117,0.6592241196192454,0.0034314610800072476,0.01981907403883376
635,S67,0.315,0.3099,0.3751,0.9103,4134,5,0.595210449927431,0.5921625544267054,0.6001451378809869,0.5952239085076951,0.58510395277126,0.6064360231460274,0.007982583454281489,0.021332070374767365
636,S670,0.6169,0.1168,0.2662,0.5995,2841,5,0.6904611052446322,0.6881379795846533,0.6934178106300598,0.6906109665599364,0.6768321560961453,0.7049324459250319,0.0052798310454065245,0.02810028982888657
637,S671,0.2849,0.1293,0.5858,0.0338,4368,5,0.2847985347985348,0.2834249084249084,0.28685897435897434,0.28484731259571483,0.2777979704487047,0.291344559627974,0.003434065934065922,0.01354658917926932
638,S672,0.4562,0.0012,0.5427,0.5047,4153,5,0.44724295689862753,0.44690585119190945,0.44738743077293525,0.44737152536871233,0.4374232605863263,0.45604793172221914,4.815795810257928e-4,0.018624671135892834
639,S673,0.1199,0.4034,0.4766,0.5703,9706,5,0.3521945188543169,0.3475169997939419,0.35524417885843806,0.35227047354157964,0.3468331162050159,0.35775949778786165,0.007727179064496159,0.010926381582845757
640,S674,0.5116,0.2056,0.2828,0.7137,5680,5,0.6554225352112676,0.6528169014084507,0.6625,0.6554936653811348,0.6458126076490182,0.6658014458877126,0.009683098591549255,0.019988838238694462
641,S675,0.2925,0.0992,0.6083,0.4239,5822,5,0.333390587427001,0.3304706286499485,0.3354517347990381,0.33353312228692433,0.3272778438920887,0.3402873934992765,0.0049811061490896424,0.01300954960718781
642,S676,0.4904,0.2095,0.3001,0.721,3043,5,0.6368715083798883,0.6276700624383832,0.6421294774893197,0.636911656283754,0.6244580804110231,0.6497737646726274,0.014459415050936508,0.025315684261604243
643,S677,0.4422,0.5112,0.0466,0.2578,6908,5,0.57495657209033,0.5718008106543139,0.5801968731905037,0.5750178324479306,0.5667084609201589,0.5832932314697826,0.008396062536189852,0.016584770549623706
644,S678,0.4611,0.1784,0.3605,0.9184,3366,5,0.6194295900178253,0.6176470588235294,0.6226975638740344,0.6195062100354574,0.6075790462917041,0.6313561243871925,0.005050505050504972,0.023777078095488346
645,S679,0.0733,0.0949,0.8318,0.2875,9144,5,0.10113735783027122,0.0999562554680665,0.10225284339457567,0.10113950796346437,0.09818290502750138,0.10400346029526397,0.0022965879265091776,0.005820555267762595
646,S68,0.2854,0.4702,0.2444,0.1805,1881,5,0.3809675704412547,0.3700159489633174,0.3854332801701223,0.38118734201317706,0.3677815063984732,0.3936013019606257,0.015417331206804885,0.025819795562152525
647,S680,0.1542,0.6564,0.1894,0.9388,6876,5,0.7749854566608493,0.7693426410703897,0.7780686445607912,0.7751009552736573,0.7659638515575694,0.7842104068185368,0.008726003490401424,0.018246555260967412
648,S681,0.6524,0.0068,0.3408,0.9532,3428,5,0.6626021003500584,0.662485414235706,0.662777129521587,0.6626439487489257,0.6501220656992082,0.6739460290296739,2.9171528588101125e-4,0.02382396333046577
